latitude,longitude,acq_date,acq_time,satellite,confidence
-26.3744,-64.4821,11/3/2000,1456,Terra,65
-26.3774,-64.4583,11/3/2000,1456,Terra,55
-26.5622,-62.8951,11/3/2000,1456,Terra,68
-26.8528,-62.7195,11/3/2000,1456,Terra,61
-26.6595,-64.5556,11/3/2000,1456,Terra,85
-26.661,-64.5437,11/3/2000,1456,Terra,82
-27.0485,-61.5696,11/3/2000,1456,Terra,69
-27.435,-61.8686,11/3/2000,1456,Terra,22
-27.8106,-64.9348,11/3/2000,1456,Terra,60
-27.8204,-64.9362,11/3/2000,1456,Terra,71
-28.4719,-60.5306,11/3/2000,1456,Terra,87
-28.474,-60.5077,11/3/2000,1456,Terra,50
-28.6559,-60.4938,11/3/2000,1456,Terra,48
-28.266,-64.9514,11/3/2000,1456,Terra,47
-28.9137,-60.4932,11/3/2000,1456,Terra,62
-28.9498,-61.6079,11/3/2000,1456,Terra,33
-28.96,-61.6289,11/3/2000,1456,Terra,74
-28.962,-61.6093,11/3/2000,1456,Terra,81
-28.9514,-61.6337,11/3/2000,1456,Terra,41
-28.9533,-61.6141,11/3/2000,1456,Terra,83
-29.4227,-61.4102,11/3/2000,1456,Terra,60
-29.4243,-61.4171,11/3/2000,1456,Terra,65
-29.6485,-61.2218,11/3/2000,1457,Terra,55
-29.577,-62.1029,11/3/2000,1457,Terra,42
-29.6384,-62.3939,11/3/2000,1457,Terra,62
-29.8959,-61.1975,11/3/2000,1457,Terra,48
-31.975,-65.6702,11/3/2000,1457,Terra,58
-32.3393,-65.3459,11/3/2000,1457,Terra,74
-32.6297,-65.4655,11/3/2000,1457,Terra,88
-32.6313,-65.4521,11/3/2000,1457,Terra,68
-32.5341,-68.5399,11/3/2000,1458,Terra,68
-32.5356,-68.5292,11/3/2000,1458,Terra,70
-33.0593,-65.6878,11/3/2000,1458,Terra,90
-33.0609,-65.6745,11/3/2000,1458,Terra,91
-33.0692,-65.6894,11/3/2000,1458,Terra,62
-33.0708,-65.6762,11/3/2000,1458,Terra,33
-33.0701,-65.6819,11/3/2000,1458,Terra,72
-34.9741,-67.6835,11/3/2000,1458,Terra,17
-34.9819,-67.697,11/3/2000,1458,Terra,35
-29.9787,-64.3141,11/4/2000,302,Terra,8
-29.9802,-64.3287,11/4/2000,302,Terra,94
-29.9739,-64.3207,11/4/2000,302,Terra,75
-29.9755,-64.3353,11/4/2000,302,Terra,67
-24.2773,-63.6367,11/4/2000,304,Terra,25
-22.865,-63.7562,11/4/2000,304,Terra,49
-22.8556,-63.7576,11/4/2000,304,Terra,86
-26.1154,-64.536,11/4/2000,1401,Terra,27
-28.5973,-58.4914,11/4/2000,1401,Terra,54
-28.2932,-61.2854,11/4/2000,1401,Terra,17
-29.2555,-58.1327,11/4/2000,1401,Terra,65
-35.0943,-62.2401,11/4/2000,1403,Terra,74
-35.0982,-62.2209,11/4/2000,1403,Terra,72
-37.2337,-59.0873,11/4/2000,1403,Terra,21
-37.4076,-61.7472,11/4/2000,1404,Terra,17
-23.25,-63.2525,11/5/2000,1443,Terra,27
-23.5188,-64.2342,11/5/2000,1443,Terra,75
-23.5203,-64.2244,11/5/2000,1443,Terra,66
-24.2681,-63.6527,11/5/2000,1443,Terra,89
-24.2695,-63.6429,11/5/2000,1443,Terra,100
-24.271,-63.6331,11/5/2000,1443,Terra,100
-24.2724,-63.6233,11/5/2000,1443,Terra,57
-24.28,-63.6346,11/5/2000,1443,Terra,41
-26.5771,-65.6747,11/5/2000,1444,Terra,82
-28.4718,-58.5119,11/5/2000,1444,Terra,52
-28.4049,-60.3568,11/5/2000,1444,Terra,70
-29.0219,-59.2886,11/5/2000,1444,Terra,70
-29.0295,-59.2962,11/5/2000,1444,Terra,53
-29.3098,-61.8904,11/5/2000,1444,Terra,61
-28.4841,-68.4724,11/5/2000,1444,Terra,92
-30.3104,-61.233,11/5/2000,1444,Terra,59
-28.3583,-61.3081,11/6/2000,250,Terra,44
-28.3622,-61.3139,11/6/2000,250,Terra,68
-25.7697,-54.4407,11/6/2000,1348,Terra,38
-27.3323,-55.3306,11/6/2000,1348,Terra,50
-27.3341,-55.3372,11/6/2000,1348,Terra,54
-26.8301,-67.0168,11/6/2000,1527,Terra,68
-26.8347,-67.0232,11/6/2000,1527,Terra,71
-24.6202,-60.5541,11/7/2000,1431,Terra,28
-24.6631,-60.7027,11/7/2000,1431,Terra,73
-25.0702,-58.7667,11/7/2000,1431,Terra,61
-26.2478,-54.4008,11/7/2000,1431,Terra,71
-26.2499,-54.3799,11/7/2000,1431,Terra,82
-26.7179,-54.8825,11/7/2000,1431,Terra,88
-26.7303,-54.884,11/7/2000,1431,Terra,88
-26.7323,-54.8643,11/7/2000,1431,Terra,43
-26.8395,-54.8236,11/7/2000,1431,Terra,46
-26.9596,-54.7828,11/7/2000,1431,Terra,80
-26.9616,-54.7628,11/7/2000,1431,Terra,74
-26.9611,-54.7898,11/7/2000,1431,Terra,60
-26.963,-54.7697,11/7/2000,1431,Terra,82
-27.0977,-59.9196,11/7/2000,1431,Terra,40
-27.0991,-59.909,11/7/2000,1431,Terra,90
-27.5601,-57.0003,11/7/2000,1431,Terra,52
-28.7518,-66.0001,11/7/2000,1432,Terra,61
-29.4642,-56.8164,11/8/2000,238,Terra,39
-26.1813,-64.6636,11/8/2000,239,Terra,85
-26.1848,-64.6345,11/8/2000,239,Terra,64
-26.1874,-64.6678,11/8/2000,239,Terra,77
-24.3121,-63.9324,11/8/2000,239,Terra,24
-24.3085,-63.9094,11/8/2000,239,Terra,31
-24.311,-63.9376,11/8/2000,239,Terra,83
-24.2939,-63.9109,11/8/2000,239,Terra,75
-24.2964,-63.9391,11/8/2000,239,Terra,97
-24.2978,-63.9338,11/8/2000,1514,Terra,48
-24.3074,-63.9162,11/8/2000,1514,Terra,50
-30.0793,-62.8698,11/8/2000,1515,Terra,63
-41.6694,-71.093,11/8/2000,1519,Terra,78
-41.68,-71.0953,11/8/2000,1519,Terra,78
-34.8804,-57.8527,11/9/2000,1421,Terra,31
-34.9874,-58.3767,11/9/2000,1421,Terra,23
-35.1864,-59.0972,11/9/2000,1421,Terra,63
-35.1197,-60.4821,11/9/2000,1421,Terra,61
-34.8865,-63.6074,11/9/2000,1421,Terra,30
-35.4469,-60.8844,11/9/2000,1421,Terra,67
-35.4542,-60.8921,11/9/2000,1421,Terra,56
-35.4558,-60.881,11/9/2000,1421,Terra,56
-35.6431,-59.7816,11/9/2000,1421,Terra,50
-35.7217,-59.9422,11/9/2000,1421,Terra,45
-35.6226,-61.3657,11/9/2000,1421,Terra,62
-35.4909,-62.9752,11/9/2000,1421,Terra,57
-35.8171,-61.8948,11/9/2000,1422,Terra,35
-36.7751,-59.0881,11/9/2000,1422,Terra,61
-37.9844,-61.3488,11/9/2000,1422,Terra,52
-38.3773,-60.276,11/9/2000,1422,Terra,37
-26.3638,-61.5079,11/10/2000,1502,Terra,47
-28.3492,-61.2318,11/10/2000,1502,Terra,74
-28.3515,-61.2054,11/10/2000,1502,Terra,69
-28.3562,-61.2128,11/10/2000,1502,Terra,43
-28.5613,-60.5034,11/10/2000,1502,Terra,61
-29.5812,-60.8488,11/10/2000,1503,Terra,67
-29.5826,-60.8544,11/10/2000,1503,Terra,62
-34.6296,-68.3321,11/10/2000,1504,Terra,38
-34.9799,-67.6879,11/10/2000,1504,Terra,35
-34.9787,-67.6943,11/10/2000,1504,Terra,33
-24.7461,-63.0764,11/11/2000,310,Terra,53
-26.1186,-64.4452,11/11/2000,1407,Terra,48
-28.2648,-56.0755,11/11/2000,1407,Terra,58
-28.0741,-61.378,11/11/2000,1407,Terra,46
-28.3008,-61.2678,11/11/2000,1407,Terra,63
-29.4443,-61.2329,11/11/2000,1408,Terra,58
-28.8119,-66.0752,11/11/2000,1408,Terra,53
-29.7016,-62.5025,11/11/2000,1408,Terra,33
-29.7136,-62.5056,11/11/2000,1408,Terra,61
-29.7082,-62.4893,11/11/2000,1408,Terra,63
-30.6234,-67.7222,11/12/2000,351,Terra,16
-23.3996,-65.0537,11/12/2000,1449,Terra,56
-24.2356,-64.8692,11/12/2000,1449,Terra,39
-25.0308,-62.8901,11/12/2000,1449,Terra,41
-26.1141,-64.454,11/12/2000,1450,Terra,71
-26.1155,-64.4436,11/12/2000,1450,Terra,32
-27.1705,-65.4989,11/12/2000,1450,Terra,58
-27.35,-65.5903,11/12/2000,1450,Terra,60
-27.4297,-65.6147,11/12/2000,1450,Terra,47
-27.9228,-63.8929,11/12/2000,1450,Terra,62
-28.4849,-66.0113,11/12/2000,1450,Terra,73
-29.6953,-63.8852,11/12/2000,1451,Terra,77
-29.6968,-63.8731,11/12/2000,1451,Terra,66
-29.705,-63.8867,11/12/2000,1451,Terra,64
-29.7065,-63.8746,11/12/2000,1451,Terra,42
-30.6837,-64.42,11/12/2000,1451,Terra,48
-31.2488,-61.4978,11/12/2000,1451,Terra,30
-31.2505,-61.4804,11/12/2000,1451,Terra,38
-30.9797,-64.0911,11/12/2000,1451,Terra,48
-30.6237,-67.7237,11/12/2000,1451,Terra,77
-30.8225,-66.6365,11/12/2000,1451,Terra,77
-31.9484,-65.1898,11/12/2000,1451,Terra,50
-35.6594,-63.759,11/12/2000,1452,Terra,35
-38.4974,-68.5978,11/12/2000,1453,Terra,70
-33.3698,-60.1598,11/13/2000,255,Terra,44
-32.0236,-65.8443,11/13/2000,1356,Terra,70
-32.0228,-65.8521,11/13/2000,1356,Terra,69
-33.3726,-60.1429,11/13/2000,1356,Terra,0
-34.6511,-59.4266,11/13/2000,1357,Terra,45
-34.6516,-59.4328,11/13/2000,1357,Terra,28
-36.8137,-58.4376,11/13/2000,1357,Terra,51
-37.1982,-59.1116,11/13/2000,1357,Terra,22
-52.7362,-68.5541,11/13/2000,1402,Terra,41
-38.4961,-68.6049,11/14/2000,337,Terra,52
-38.0509,-68.8521,11/14/2000,337,Terra,100
-38.0525,-68.8642,11/14/2000,337,Terra,58
-29.8755,-61.9457,11/14/2000,1438,Terra,36
-29.8848,-61.9473,11/14/2000,1438,Terra,68
-30.3105,-61.2378,11/14/2000,1438,Terra,58
-30.3146,-61.2329,11/14/2000,1438,Terra,67
-30.3546,-61.0697,11/14/2000,1438,Terra,47
-30.7111,-62.0096,11/14/2000,1438,Terra,62
-30.8732,-63.2365,11/14/2000,1439,Terra,26
-31.0915,-61.904,11/14/2000,1439,Terra,52
-31.093,-61.8926,11/14/2000,1439,Terra,58
-31.3077,-60.6627,11/14/2000,1439,Terra,42
-31.2561,-61.4874,11/14/2000,1439,Terra,38
-31.5299,-59.6031,11/14/2000,1439,Terra,52
-31.5315,-59.5882,11/14/2000,1439,Terra,83
-30.979,-64.0972,11/14/2000,1439,Terra,34
-31.448,-60.9256,11/14/2000,1439,Terra,30
-31.4482,-60.9322,11/14/2000,1439,Terra,67
-31.458,-60.9337,11/14/2000,1439,Terra,14
-31.4052,-62.3062,11/14/2000,1439,Terra,52
-31.4552,-64.1144,11/14/2000,1439,Terra,12
-31.7714,-61.8284,11/14/2000,1439,Terra,46
-31.8922,-61.8615,11/14/2000,1439,Terra,45
-31.9016,-61.8632,11/14/2000,1439,Terra,59
-31.9031,-61.8514,11/14/2000,1439,Terra,44
-32.0317,-61.2182,11/14/2000,1439,Terra,58
-31.8715,-62.7219,11/14/2000,1439,Terra,64
-31.873,-62.7109,11/14/2000,1439,Terra,42
-31.6565,-64.4324,11/14/2000,1439,Terra,13
-32.019,-62.9187,11/14/2000,1439,Terra,49
-32.3556,-60.4598,11/14/2000,1439,Terra,34
-32.1718,-64.1215,11/14/2000,1439,Terra,50
-32.1734,-64.1109,11/14/2000,1439,Terra,59
-31.9856,-65.6421,11/14/2000,1439,Terra,70
-32.009,-65.8522,11/14/2000,1439,Terra,89
-32.0182,-65.8542,11/14/2000,1439,Terra,97
-32.6601,-62.3011,11/14/2000,1439,Terra,42
-32.628,-62.6924,11/14/2000,1439,Terra,40
-32.6295,-62.6811,11/14/2000,1439,Terra,51
-32.8135,-61.3904,11/14/2000,1439,Terra,46
-32.8232,-61.392,11/14/2000,1439,Terra,35
-33.0436,-61.1658,11/14/2000,1439,Terra,68
-32.886,-62.6771,11/14/2000,1439,Terra,47
-33.0064,-61.8095,11/14/2000,1439,Terra,15
-32.5541,-65.3786,11/14/2000,1439,Terra,62
-33.2825,-62.184,11/14/2000,1439,Terra,46
-33.1234,-64.3469,11/14/2000,1439,Terra,22
-33.4194,-63.296,11/14/2000,1439,Terra,50
-33.6368,-62.1236,11/14/2000,1439,Terra,19
-33.6447,-62.4011,11/14/2000,1439,Terra,28
-33.7485,-61.9622,11/14/2000,1439,Terra,45
-33.8933,-61.0953,11/14/2000,1439,Terra,22
-34.011,-63.9242,11/14/2000,1439,Terra,39
-34.1222,-63.3878,11/14/2000,1439,Terra,35
-34.3092,-61.9436,11/14/2000,1439,Terra,45
-34.1314,-63.3896,11/14/2000,1439,Terra,54
-34.2649,-62.7136,11/14/2000,1439,Terra,33
-34.369,-61.9599,11/14/2000,1439,Terra,50
-34.3705,-61.9472,11/14/2000,1439,Terra,23
-34.5005,-61.5404,11/14/2000,1439,Terra,47
-35.1178,-60.4829,11/14/2000,1440,Terra,39
-34.6948,-64.2236,11/14/2000,1440,Terra,32
-34.6194,-65.8027,11/14/2000,1440,Terra,71
-35.0306,-63.0201,11/14/2000,1440,Terra,37
-35.0321,-63.0083,11/14/2000,1440,Terra,50
-35.0132,-64.318,11/14/2000,1440,Terra,39
-35.0422,-64.2442,11/14/2000,1440,Terra,46
-35.2404,-63.5909,11/14/2000,1440,Terra,44
-35.4895,-62.9722,11/14/2000,1440,Terra,64
-35.4937,-62.979,11/14/2000,1440,Terra,40
-35.1759,-66.3177,11/14/2000,1440,Terra,64
-35.6664,-63.7647,11/14/2000,1440,Terra,24
-35.6679,-63.7532,11/14/2000,1440,Terra,45
-35.9158,-64.3006,11/14/2000,1440,Terra,41
-35.9174,-64.2893,11/14/2000,1440,Terra,41
-35.774,-65.662,11/14/2000,1440,Terra,73
-36.3728,-64.5194,11/14/2000,1440,Terra,31
-36.754,-62.9569,11/14/2000,1440,Terra,28
-37.0214,-69.598,11/14/2000,1440,Terra,68
-29.3993,-61.8825,11/15/2000,1343,Terra,43
-28.6834,-65.9416,11/15/2000,1521,Terra,38
-33.2842,-68.344,11/15/2000,1522,Terra,69
-28.5404,-65.9789,11/16/2000,327,Terra,43
-23.9594,-64.8588,11/16/2000,1425,Terra,42
-24.2669,-63.6567,11/16/2000,1425,Terra,89
-24.2694,-63.6424,11/16/2000,1425,Terra,82
-24.2776,-63.6589,11/16/2000,1425,Terra,94
-24.2801,-63.6446,11/16/2000,1425,Terra,89
-24.2825,-63.6517,11/16/2000,1425,Terra,83
-26.1841,-53.9041,11/16/2000,1425,Terra,40
-26.1853,-54.217,11/16/2000,1425,Terra,59
-26.1822,-54.223,11/16/2000,1425,Terra,56
-26.5764,-54.5819,11/16/2000,1425,Terra,71
-26.1667,-59.6585,11/16/2000,1425,Terra,54
-26.9294,-54.7827,11/16/2000,1425,Terra,55
-26.7867,-60.4381,11/16/2000,1425,Terra,50
-27.6628,-59.1041,11/16/2000,1425,Terra,51
-27.6642,-59.0938,11/16/2000,1425,Terra,65
-27.4969,-61.6161,11/16/2000,1425,Terra,42
-28.4358,-56.7144,11/16/2000,1425,Terra,49
-27.8437,-61.5938,11/16/2000,1425,Terra,79
-27.8453,-61.5831,11/16/2000,1425,Terra,57
-28.2212,-61.2382,11/16/2000,1425,Terra,38
-28.2228,-61.2278,11/16/2000,1425,Terra,69
-28.137,-61.8315,11/16/2000,1425,Terra,47
-28.2319,-61.2295,11/16/2000,1425,Terra,15
-28.341,-60.6994,11/16/2000,1426,Terra,59
-28.3527,-61.227,11/16/2000,1426,Terra,58
-28.4725,-60.4365,11/16/2000,1426,Terra,70
-28.474,-60.4263,11/16/2000,1426,Terra,77
-28.4724,-60.4993,11/16/2000,1426,Terra,70
-28.4739,-60.4892,11/16/2000,1426,Terra,60
-28.2996,-61.7484,11/16/2000,1426,Terra,41
-28.4989,-60.6892,11/16/2000,1426,Terra,51
-28.5653,-60.6177,11/16/2000,1426,Terra,52
-28.4046,-62.3402,11/16/2000,1426,Terra,76
-28.4064,-62.3291,11/16/2000,1426,Terra,79
-28.6774,-61.0954,11/16/2000,1426,Terra,57
-28.6861,-61.0926,11/16/2000,1426,Terra,52
-28.7069,-61.1392,11/16/2000,1426,Terra,69
-28.5421,-62.4208,11/16/2000,1426,Terra,27
-28.8332,-61.1595,11/16/2000,1426,Terra,39
-29.1478,-59.6513,11/16/2000,1426,Terra,15
-29.4631,-60.2063,11/16/2000,1426,Terra,41
-29.2098,-61.9899,11/16/2000,1426,Terra,77
-29.4564,-60.7546,11/16/2000,1426,Terra,62
-29.4664,-61.1771,11/16/2000,1426,Terra,49
-29.4462,-61.4308,11/16/2000,1426,Terra,46
-29.3861,-61.9828,11/16/2000,1426,Terra,46
-29.4044,-61.9865,11/16/2000,1426,Terra,44
-29.8667,-59.4323,11/16/2000,1426,Terra,60
-29.8681,-59.4216,11/16/2000,1426,Terra,69
-29.598,-62.0498,11/16/2000,1426,Terra,88
-29.8766,-61.3859,11/16/2000,1426,Terra,45
-29.8782,-61.3755,11/16/2000,1426,Terra,55
-29.7768,-62.7794,11/16/2000,1426,Terra,61
-30.2282,-61.0127,11/16/2000,1426,Terra,65
-30.2298,-61.0023,11/16/2000,1426,Terra,51
-30.4334,-59.9787,11/16/2000,1426,Terra,53
-30.307,-61.163,11/16/2000,1426,Terra,40
-30.7607,-59.1376,11/16/2000,1426,Terra,68
-30.9021,-59.6539,11/16/2000,1426,Terra,58
-30.5311,-63.8022,11/16/2000,1426,Terra,53
-30.9473,-61.5562,11/16/2000,1426,Terra,54
-30.7978,-63.2544,11/16/2000,1426,Terra,41
-30.7997,-63.2428,11/16/2000,1426,Terra,58
-31.4473,-60.9243,11/16/2000,1426,Terra,40
-31.866,-59.0261,11/16/2000,1426,Terra,57
-32.2225,-58.1382,11/16/2000,1426,Terra,0
-31.8958,-61.8622,11/16/2000,1426,Terra,28
-32.4845,-58.2388,11/16/2000,1427,Terra,37
-32.3975,-59.7862,11/16/2000,1427,Terra,34
-32.2914,-62.1132,11/16/2000,1427,Terra,51
-32.6231,-60.1512,11/16/2000,1427,Terra,59
-33.0088,-58.517,11/16/2000,1427,Terra,37
-31.7947,-66.7009,11/16/2000,1427,Terra,79
-31.7979,-66.6838,11/16/2000,1427,Terra,64
-31.7957,-66.6892,11/16/2000,1427,Terra,76
-33.1492,-59.3159,11/16/2000,1427,Terra,50
-33.0404,-61.1666,11/16/2000,1427,Terra,36
-33.0494,-61.1684,11/16/2000,1427,Terra,39
-33.152,-60.513,11/16/2000,1427,Terra,52
-33.2315,-60.3321,11/16/2000,1427,Terra,43
-32.7576,-63.7608,11/16/2000,1427,Terra,63
-33.367,-60.1489,11/16/2000,1427,Terra,51
-32.66,-65.1677,11/16/2000,1427,Terra,46
-33.5973,-59.8705,11/16/2000,1427,Terra,67
-33.8356,-58.4796,11/16/2000,1427,Terra,65
-33.809,-59.5082,11/16/2000,1427,Terra,51
-33.067,-64.8484,11/16/2000,1427,Terra,84
-33.0693,-64.8356,11/16/2000,1427,Terra,42
-33.8973,-60.572,11/16/2000,1427,Terra,55
-33.7513,-61.9657,11/16/2000,1427,Terra,25
-34.0625,-60.1047,11/16/2000,1427,Terra,57
-34.0696,-60.1008,11/16/2000,1427,Terra,58
-34.252,-59.4741,11/16/2000,1427,Terra,52
-34.1955,-60.7345,11/16/2000,1427,Terra,39
-34.462,-58.9168,11/16/2000,1427,Terra,28
-34.4635,-58.9042,11/16/2000,1427,Terra,20
-34.2992,-60.2499,11/16/2000,1427,Terra,51
-34.2671,-60.5549,11/16/2000,1427,Terra,25
-34.6104,-58.9551,11/16/2000,1427,Terra,47
-34.652,-59.4361,11/16/2000,1427,Terra,58
-34.6535,-59.424,11/16/2000,1427,Terra,65
-34.6368,-60.4673,11/16/2000,1427,Terra,31
-34.4955,-61.5404,11/16/2000,1427,Terra,44
-34.646,-60.4691,11/16/2000,1427,Terra,67
-34.5957,-60.9582,11/16/2000,1427,Terra,59
-34.5973,-60.9471,11/16/2000,1427,Terra,70
-35.0601,-58.7561,11/16/2000,1427,Terra,32
-34.9037,-60.0307,11/16/2000,1427,Terra,34
-34.9052,-60.019,11/16/2000,1427,Terra,71
-34.9067,-60.0073,11/16/2000,1427,Terra,28
-35.1732,-58.2307,11/16/2000,1427,Terra,56
-34.766,-61.8915,11/16/2000,1427,Terra,39
-35.1817,-59.0927,11/16/2000,1427,Terra,56
-34.865,-61.5296,11/16/2000,1427,Terra,53
-35.1914,-59.0944,11/16/2000,1427,Terra,43
-35.1179,-60.4931,11/16/2000,1427,Terra,34
-35.1194,-60.4817,11/16/2000,1427,Terra,52
-35.5744,-58.0027,11/16/2000,1427,Terra,0
-35.429,-60.1735,11/16/2000,1427,Terra,49
-35.4355,-60.1687,11/16/2000,1427,Terra,50
-35.4415,-60.885,11/16/2000,1427,Terra,39
-35.4506,-60.8868,11/16/2000,1427,Terra,59
-35.6356,-59.7718,11/16/2000,1427,Terra,51
-35.6246,-61.3615,11/16/2000,1427,Terra,65
-35.4891,-62.9693,11/16/2000,1428,Terra,42
-35.8144,-61.8998,11/16/2000,1428,Terra,40
-36.2366,-61.113,11/16/2000,1428,Terra,36
-36.7768,-59.0853,11/16/2000,1428,Terra,61
-36.7844,-59.8645,11/16/2000,1428,Terra,51
-37.8442,-58.2566,11/16/2000,1428,Terra,25
-37.5468,-60.7988,11/16/2000,1428,Terra,49
